order_item_id,order_id,product_id,quantity,unit_price
2536,1040,5,3,176.19
2537,1040,50,2,53.01
2538,1041,59,3,24.67
2539,1042,45,2,174.61
2540,1042,1,3,166.25
2541,1042,39,1,59.27
2542,1042,19,1,116.13
2543,1043,59,1,23.44
2544,1043,26,2,84.32
2545,1043,44,2,75.69
2546,1044,11,2,62.04
2547,1044,21,1,69.32
2548,1045,18,2,124.11
2549,1046,37,2,13.06
2550,1047,16,2,117.45
2551,1047,11,3,62.04
2552,1047,5,1,176.19
2553,1047,43,1,35.22
2554,1048,33,2,35.23
2555,1048,2,2,118.54
2556,1048,42,3,76.5
2557,1049,34,1,33.4
2558,1049,45,3,174.61
2559,1049,32,2,13.9
2560,1049,2,3,118.54
2561,1050,52,3,34.98
2562,1050,3,1,42.57
2563,1050,20,2,102.52
2564,1050,10,1,236.19
2565,1051,53,1,8.99
2566,1051,40,3,58.6
2567,1052,47,2,130.34
2568,1052,9,2,234.89
2569,1053,51,3,5.07
2570,1053,49,1,88.65
2571,1053,35,3,6.33
2572,1053,56,3,15.32
2573,1054,26,2,84.32
2574,1054,14,3,39.32
2575,1054,32,1,13.9
2576,1055,60,3,13.97
2577,1055,17,1,63.23
2578,1056,20,3,102.52
2579,1056,38,1,38.97
2580,1057,32,2,13.9
2581,1057,49,1,88.65
2582,1057,43,3,35.22
2583,1058,16,3,111.58
2584,1059,21,2,69.32
2585,1059,45,2,174.61
2586,1060,34,3,33.4
2587,1060,20,1,102.52
2588,1060,5,2,176.19
2589,1060,13,2,71.35
2590,1061,46,3,167.04
2591,1061,23,3,32.35
2592,1061,20,3,97.39
2593,1062,32,1,13.9
2594,1063,46,2,167.04
2595,1064,18,3,124.11
2596,1065,25,1,39.58
2597,1065,1,1,166.25
2598,1065,9,1,234.89
2599,1065,4,1,343.75
2600,1066,7,2,97.14
2601,1066,58,2,21.46
2602,1066,46,1,167.04
2603,1067,25,1,41.66
2604,1067,49,2,88.65
2605,1067,57,2,21.3
2606,1068,24,2,42.02
2607,1068,18,1,117.9
2608,1068,35,3,6.33
2609,1068,21,2,69.32
2610,1069,21,2,69.32
2611,1069,40,2,58.6
2612,1069,52,3,34.98
2613,1070,22,1,41.98
2614,1070,12,2,114.16
2615,1071,50,2,53.01
2616,1071,22,2,41.98
2617,1071,18,2,124.11
2618,1072,58,1,21.46
2619,1072,38,1,38.97
2620,1072,25,2,41.66
2621,1073,13,3,71.35
2622,1074,57,1,22.42
2623,1075,48,1,101.61
2624,1075,17,2,63.23
2625,1075,19,1,116.13
2626,1076,59,2,24.67
2627,1076,33,2,35.23
2628,1076,32,3,13.9
2629,1077,50,3,50.36
2630,1077,25,3,41.66
2631,1077,32,2,13.9
2632,1078,39,1,56.31
2633,1078,18,3,124.11
2634,1078,25,3,41.66
2635,1078,42,3,76.5
2636,1079,52,2,34.98
2637,1079,15,1,40.43
2638,1080,8,2,175.41
2639,1081,2,2,118.54
2640,1081,47,2,130.34
2641,1081,59,1,24.67
2642,1081,39,2,59.27
2643,1082,18,1,124.11
2644,1083,39,1,59.27
2645,1083,33,2,35.23
2646,1084,33,3,35.23
2647,1085,28,1,9.66
2648,1086,58,3,21.46
2649,1086,22,2,41.98
2650,1086,35,3,6.33
2651,1086,10,3,236.19
2652,1087,15,3,40.43
2653,1088,1,3,166.25
2654,1088,55,1,25.2
2655,1088,39,2,59.27
2656,1089,44,2,75.69
2657,1089,24,1,42.02
2658,1089,41,1,116.68
2659,1089,46,3,167.04
2660,1090,5,3,167.38
2661,1090,20,3,102.52
2662,1091,55,1,25.2
2663,1091,41,2,116.68
2664,1091,39,3,56.31
2665,1092,21,3,69.32
2666,1092,29,2,17.72
2667,1093,29,2,17.72
2668,1093,38,3,38.97
2669,1093,56,2,15.32
2670,1093,20,1,102.52
2671,1094,33,1,35.23
2672,1094,20,2,102.52
2673,1094,43,1,37.07
2674,1095,34,1,35.16
2675,1095,10,2,236.19
2676,1096,59,2,24.67
2677,1096,9,1,247.25
2678,1096,46,3,167.04
2679,1097,17,2,63.23
2680,1098,47,3,130.34
2681,1099,32,3,13.9
2682,1099,53,2,8.54
2683,1099,2,2,118.54
2684,1100,60,2,13.97
2685,1100,59,2,23.44
2686,1100,16,1,117.45
2687,1100,47,3,130.34
2688,1101,43,3,35.22
2689,1102,55,3,25.2
2690,1103,53,3,8.99
2691,1104,20,3,102.52
2692,1104,51,3,5.07
2693,1104,54,3,5.86
2694,1104,9,1,247.25
2695,1105,14,2,39.32
2696,1105,17,3,63.23
2697,1105,42,2,76.5
2698,1105,30,2,28.98
2699,1106,28,3,9.66
2700,1106,11,2,62.04
2701,1106,38,2,38.97
2702,1106,57,3,22.42
2703,1107,45,2,165.88
2704,1107,30,3,28.98
2705,1107,10,1,224.38
2706,1107,16,2,117.45
2707,1108,15,3,42.56
2708,1108,41,1,116.68
2709,1108,43,1,35.22
2710,1108,57,2,22.42
2711,1109,6,2,274.62
2712,1109,57,2,21.3
2713,1109,29,3,17.72
2714,1109,18,1,124.11
2715,1110,24,2,42.02
2716,1110,34,1,35.16
2717,1110,17,3,63.23
2718,1110,39,2,59.27
2719,1111,31,1,34.1
2720,1112,4,3,343.75
2721,1112,7,1,97.14
2722,1113,60,1,13.97
2723,1113,21,1,69.32
2724,1113,22,1,41.98
2725,1113,49,3,88.65
2726,1114,11,3,62.04
2727,1115,53,3,8.54
2728,1115,22,1,41.98
2729,1115,52,2,33.23
2730,1116,25,2,41.66
2731,1116,31,3,34.1
2732,1116,39,2,59.27
2733,1117,12,3,120.17
2734,1117,26,1,84.32
2735,1117,3,1,42.57
2736,1118,50,1,53.01
2737,1118,5,3,176.19
2738,1118,10,2,236.19
2739,1119,16,1,111.58
2740,1119,26,2,84.32
2741,1119,7,3,92.28
2742,1120,25,1,41.66
2743,1120,46,1,167.04
2744,1120,47,3,130.34
2745,1120,12,2,120.17
2746,1121,49,2,88.65
2747,1122,49,1,88.65
2748,1122,30,2,30.51
2749,1122,47,2,130.34
2750,1123,3,1,42.57
2751,1123,16,3,117.45
2752,1123,4,3,343.75
2753,1124,15,1,40.43
2754,1124,52,1,34.98
2755,1125,38,2,38.97
2756,1126,27,1,58.96
2757,1127,38,3,38.97
2758,1128,16,1,117.45
2759,1128,19,2,110.32
2760,1129,28,1,9.18
2761,1130,29,3,17.72
2762,1130,48,3,101.61
2763,1130,22,1,41.98
2764,1130,1,2,166.25
2765,1131,15,1,40.43
2766,1131,1,1,166.25
2767,1132,23,3,34.05
2768,1132,35,3,6.33
2769,1132,60,3,13.97
2770,1133,33,1,35.23
2771,1133,8,1,175.41
2772,1134,60,2,13.97
2773,1135,56,2,15.32
2774,1135,2,3,118.54
2775,1135,15,1,42.56
2776,1135,30,1,30.51
2777,1136,58,2,21.46
2778,1136,27,1,58.96
2779,1137,2,1,118.54
2780,1137,16,1,117.45
2781,1137,40,3,58.6
2782,1138,7,2,97.14
2783,1138,56,2,15.32
2784,1139,20,2,102.52
2785,1139,38,3,38.97
2786,1139,14,2,39.32
2787,1139,57,1,22.42
2788,1140,51,1,5.07
2789,1141,55,1,25.2
2790,1141,7,3,97.14
2791,1141,34,1,33.4
2792,1141,39,1,59.27
2793,1142,39,1,56.31
2794,1142,3,2,42.57
2795,1142,50,2,53.01
2796,1142,15,2,42.56
2797,1143,20,3,97.39
2798,1144,35,2,6.33
2799,1145,22,3,41.98
2800,1145,7,2,97.14
2801,1145,53,1,8.54
2802,1146,41,2,110.85
2803,1146,10,1,236.19
2804,1147,29,1,17.72
2805,1147,46,1,158.69
2806,1147,50,3,53.01
2807,1148,10,3,224.38
2808,1148,6,1,289.07
2809,1148,48,1,101.61
2810,1149,14,2,39.32
2811,1149,52,2,34.98
2812,1150,9,2,247.25
2813,1151,41,1,116.68
2814,1151,52,3,34.98
2815,1151,27,1,56.01
2816,1151,15,1,42.56
2817,1152,19,1,116.13
2818,1153,4,1,326.56
2819,1153,15,1,42.56
2820,1154,14,1,39.32
2821,1154,43,3,37.07
2822,1154,45,1,165.88
2823,1154,60,1,13.97
2824,1155,34,1,35.16
2825,1155,19,3,116.13
2826,1155,43,3,37.07
2827,1156,18,3,124.11
2828,1156,25,3,39.58
2829,1157,49,2,88.65
2830,1157,40,3,58.6
2831,1157,22,2,41.98
2832,1157,51,2,5.07
2833,1158,36,1,10.96
2834,1158,25,2,41.66
2835,1158,11,2,62.04
2836,1158,4,2,343.75
2837,1159,16,1,117.45
2838,1159,57,2,22.42
2839,1159,26,2,84.32
2840,1159,52,1,34.98
2841,1160,53,3,8.54
2842,1161,11,2,62.04
2843,1161,5,1,176.19
2844,1161,42,1,76.5
2845,1161,28,2,9.66
2846,1162,47,3,130.34
2847,1162,25,2,41.66
2848,1162,60,2,13.97
2849,1162,28,3,9.66
2850,1163,41,1,116.68
2851,1163,58,1,21.46
2852,1164,8,3,175.41
2853,1165,31,3,34.1
2854,1166,55,2,25.2
2855,1167,19,2,110.32
2856,1167,18,3,124.11
2857,1167,27,2,58.96
2858,1167,4,1,343.75
2859,1168,57,2,22.42
2860,1168,22,3,41.98
2861,1168,18,2,124.11
2862,1168,41,3,116.68
2863,1169,38,1,38.97
2864,1169,49,1,84.22
2865,1170,21,3,69.32
2866,1171,39,1,56.31
2867,1171,19,1,116.13
2868,1172,9,1,247.25
2869,1173,6,1,289.07
2870,1174,59,3,24.67
2871,1175,58,2,21.46
2872,1175,44,1,75.69
2873,1175,36,3,10.96
2874,1176,26,3,80.1
2875,1176,56,1,15.32
2876,1176,52,3,34.98
2877,1176,36,2,10.96
2878,1177,56,2,15.32
2879,1177,50,2,53.01
2880,1177,59,2,24.67
2881,1177,31,2,34.1
2882,1178,6,2,289.07
2883,1178,16,3,117.45
2884,1179,36,3,10.96
2885,1179,24,2,42.02
2886,1179,18,1,124.11
2887,1180,40,2,55.67
2888,1180,4,3,343.75
2889,1181,47,2,130.34
2890,1181,43,2,35.22
2891,1181,53,2,8.99
2892,1181,42,2,76.5
2893,1182,34,2,35.16
2894,1182,58,1,21.46
2895,1182,27,2,56.01
2896,1183,59,3,24.67
2897,1183,48,2,101.61
2898,1183,24,1,42.02
2899,1183,6,3,289.07
2900,1184,49,1,88.65
2901,1184,38,1,38.97
2902,1185,1,3,157.94
2903,1186,17,2,63.23
2904,1186,33,3,35.23
2905,1187,41,2,116.68
2906,1188,19,2,116.13
2907,1188,54,3,5.86
2908,1189,7,3,97.14
2909,1189,51,1,5.07
2910,1190,45,3,174.61
2911,1190,5,2,176.19
2912,1190,51,3,5.07
2913,1191,13,2,71.35
2914,1191,56,1,15.32
2915,1191,51,3,5.07
2916,1191,27,3,58.96
2917,1192,24,2,39.92
2918,1192,15,3,42.56
2919,1192,25,2,41.66
2920,1192,10,1,236.19
2921,1193,55,1,25.2
2922,1194,48,2,101.61
2923,1194,29,3,17.72
2924,1194,36,3,10.96
2925,1194,19,2,116.13
2926,1195,31,2,34.1
2927,1195,16,2,117.45
2928,1195,55,2,25.2
2929,1196,44,2,75.69
2930,1196,20,3,97.39
2931,1197,53,1,8.99
2932,1197,29,3,17.72
2933,1197,48,2,101.61
2934,1197,11,3,62.04
2935,1198,6,3,289.07
2936,1198,29,1,17.72
2937,1199,6,3,289.07
2938,1199,48,1,96.53
2939,1199,40,1,58.6
2940,1200,48,1,101.61
2941,1201,4,2,343.75
2942,1201,20,1,102.52
2943,1201,16,3,117.45
2944,1201,38,3,37.02
2945,1202,23,2,34.05
2946,1202,43,1,35.22
2947,1202,33,1,35.23
2948,1202,22,2,41.98
2949,1203,41,2,116.68
2950,1203,25,3,41.66
2951,1204,56,2,15.32
2952,1204,30,3,30.51
2953,1205,19,1,116.13
2954,1205,11,1,62.04
2955,1206,22,3,41.98
2956,1207,42,3,76.5
2957,1207,21,3,69.32
2958,1208,22,1,41.98
2959,1208,19,3,116.13
2960,1209,15,3,42.56
2961,1209,13,3,71.35
2962,1209,35,2,6.33
2963,1210,8,1,175.41
2964,1210,17,1,63.23
2965,1210,56,2,15.32
2966,1210,14,3,39.32
2967,1211,5,1,176.19
2968,1212,1,2,166.25
2969,1212,37,2,13.06
2970,1212,16,3,117.45
2971,1212,29,2,17.72
2972,1213,10,3,236.19
2973,1214,60,2,13.27
2974,1214,43,2,37.07
2975,1215,1,2,166.25
2976,1216,57,3,22.42
2977,1216,36,2,10.96
2978,1217,43,3,37.07
2979,1217,2,1,118.54
2980,1217,33,2,35.23
2981,1218,21,3,69.32
2982,1219,57,1,21.3
2983,1219,6,2,289.07
2984,1220,41,2,116.68
2985,1220,40,1,58.6
2986,1221,27,2,58.96
2987,1222,19,1,116.13
2988,1222,7,1,97.14
2989,1223,53,3,8.99
2990,1224,39,3,59.27
2991,1224,51,1,5.07
2992,1224,2,3,118.54
2993,1224,6,1,274.62
2994,1225,56,2,14.55
2995,1225,26,3,84.32
2996,1225,43,3,37.07
2997,1226,25,1,41.66
2998,1226,44,3,75.69
2999,1226,58,2,21.46
3000,1226,48,2,101.61
3001,1227,55,2,23.94
3002,1227,53,1,8.99
3003,1227,39,2,59.27
3004,1228,43,1,37.07
3005,1228,54,1,5.86
3006,1229,31,1,34.1
3007,1229,44,3,75.69
3008,1230,19,1,116.13
3009,1230,58,1,21.46
3010,1230,15,3,42.56
3011,1230,37,2,13.06
3012,1231,57,2,21.3
3013,1232,40,1,58.6
3014,1232,1,1,166.25
3015,1232,41,3,110.85
3016,1233,41,1,116.68
3017,1233,49,3,88.65
3018,1233,47,2,123.82
3019,1234,26,3,84.32
3020,1234,4,1,343.75
3021,1234,29,3,17.72
3022,1235,12,2,120.17
3023,1235,17,1,63.23
3024,1235,37,3,13.06
3025,1235,58,1,21.46
3026,1236,44,2,75.69
3027,1236,60,3,13.97
3028,1236,1,1,166.25
3029,1236,58,3,21.46
3030,1237,46,3,167.04
3031,1238,14,2,37.35
3032,1238,30,2,30.51
3033,1238,55,1,25.2
3034,1238,3,2,42.57
3035,1239,57,2,22.42
3036,1239,59,2,24.67
3037,1239,3,1,42.57
3038,1240,9,2,247.25
3039,1240,53,3,8.99
3040,1241,33,3,35.23
3041,1242,31,3,34.1
3042,1242,29,2,17.72
3043,1242,2,3,118.54
3044,1242,23,3,34.05
3045,1243,44,1,71.91
3046,1243,36,2,10.96
3047,1243,11,1,62.04
3048,1244,43,2,37.07
3049,1244,40,3,55.67
3050,1245,21,1,65.85
3051,1245,1,3,166.25
3052,1245,31,2,32.4
3053,1245,44,2,75.69
3054,1246,57,1,22.42
3055,1246,54,2,5.86
3056,1247,56,1,15.32
3057,1248,43,3,37.07
3058,1248,15,1,42.56
3059,1248,35,1,6.33
3060,1249,24,2,39.92
3061,1249,52,1,34.98
3062,1249,36,3,10.96
3063,1249,1,2,166.25
3064,1250,55,3,25.2
3065,1250,25,2,39.58
3066,1251,49,1,88.65
3067,1251,8,1,175.41
3068,1252,28,2,9.66
3069,1252,43,1,37.07
3070,1252,12,3,120.17
3071,1252,52,1,34.98
3072,1253,21,1,69.32
3073,1253,19,3,116.13
3074,1253,8,2,175.41
3075,1253,33,3,33.47
3076,1254,11,3,62.04
3077,1254,21,3,69.32
3078,1254,47,3,130.34
3079,1254,4,1,343.75
3080,1255,60,1,13.27
3081,1255,11,3,62.04
3082,1255,32,2,13.9
3083,1255,30,3,30.51
3084,1256,51,2,5.07
3085,1256,20,3,102.52
3086,1257,42,3,72.67
3087,1258,15,3,40.43
3088,1259,15,3,42.56
3089,1259,60,1,13.97
3090,1260,35,1,6.33
3091,1260,52,2,34.98
3092,1260,54,3,5.86
3093,1261,37,3,13.06
3094,1261,23,3,34.05
3095,1261,49,1,88.65
3096,1261,48,1,101.61
3097,1262,10,3,236.19
3098,1263,47,2,130.34
3099,1263,48,3,101.61
3100,1263,49,3,88.65
3101,1263,34,2,35.16
3102,1264,26,1,84.32
3103,1264,18,3,124.11
3104,1264,15,1,42.56
3105,1265,51,1,5.07
3106,1266,1,2,166.25
3107,1266,29,2,17.72
3108,1267,1,1,166.25
3109,1267,44,3,75.69
3110,1267,29,1,17.72
3111,1267,24,1,42.02
3112,1268,59,1,24.67
3113,1269,32,3,13.9
3114,1270,22,1,41.98
3115,1270,3,3,42.57
3116,1270,9,3,247.25
3117,1270,24,2,42.02
3118,1271,20,1,102.52
3119,1271,16,3,117.45
3120,1271,28,1,9.66
3121,1271,56,1,15.32
3122,1272,37,3,13.06
3123,1273,24,2,42.02
3124,1273,41,3,116.68
3125,1273,23,3,34.05
3126,1274,55,2,25.2
3127,1274,1,3,166.25
3128,1274,6,1,289.07
3129,1274,3,3,42.57
3130,1275,51,3,5.07
3131,1276,41,3,116.68
3132,1276,46,1,158.69
3133,1276,49,1,88.65
3134,1277,9,1,247.25
3135,1277,14,2,39.32
3136,1277,40,1,58.6
3137,1278,37,3,13.06
3138,1278,55,2,25.2
3139,1278,41,2,110.85
3140,1279,8,3,175.41
3141,1279,50,1,53.01
3142,1279,14,2,39.32
3143,1280,19,1,116.13
3144,1281,51,3,5.07
3145,1281,39,2,56.31
3146,1282,4,1,326.56
3147,1282,7,3,97.14
3148,1283,57,2,22.42
3149,1283,13,3,67.78
3150,1284,45,1,174.61
3151,1285,40,1,58.6
3152,1285,29,2,16.83
3153,1286,10,1,236.19
3154,1286,24,1,42.02
3155,1287,12,2,120.17
3156,1287,50,1,53.01
3157,1287,54,1,5.57
3158,1288,47,1,130.34
3159,1288,16,3,117.45
3160,1288,37,1,13.06
3161,1289,45,3,174.61
3162,1290,25,1,41.66
3163,1290,55,3,23.94
3164,1290,44,2,75.69
3165,1291,54,2,5.86
3166,1291,10,2,236.19
3167,1291,15,2,42.56
3168,1292,5,3,176.19
3169,1292,50,2,53.01
3170,1292,36,2,10.96
3171,1293,22,2,41.98
3172,1294,12,1,120.17
3173,1294,39,3,56.31
3174,1294,22,3,41.98
3175,1295,20,1,102.52
3176,1296,42,2,76.5
3177,1296,17,3,63.23
3178,1296,31,2,32.4
3179,1296,22,1,41.98
3180,1297,48,2,101.61
3181,1298,25,1,41.66
3182,1298,14,1,39.32
3183,1298,26,3,80.1
3184,1299,31,3,34.1
3185,1299,18,3,124.11
3186,1300,30,2,30.51
3187,1301,52,3,34.98
3188,1301,15,1,42.56
3189,1301,50,1,53.01
3190,1301,35,3,6.33
3191,1302,46,2,167.04
3192,1303,52,1,33.23
3193,1303,44,2,75.69
3194,1303,33,3,35.23
3195,1303,36,1,10.96
3196,1304,43,2,37.07
3197,1304,47,1,130.34
3198,1305,15,1,42.56
3199,1305,5,3,176.19
3200,1305,48,2,96.53
3201,1306,37,2,13.06
3202,1306,51,2,5.07
3203,1306,23,2,34.05
3204,1307,44,1,75.69
3205,1307,33,1,35.23
3206,1307,23,1,34.05
3207,1308,47,3,130.34
3208,1308,6,3,289.07
3209,1308,28,2,9.66
3210,1309,7,2,97.14
3211,1309,55,3,23.94
3212,1310,20,2,102.52
3213,1310,19,2,116.13
3214,1311,48,2,101.61
3215,1312,14,1,39.32
3216,1313,54,2,5.86
3217,1313,2,2,118.54
3218,1313,8,2,166.64
3219,1314,1,1,166.25
3220,1315,33,1,35.23
3221,1315,13,3,67.78
3222,1315,28,2,9.66
3223,1315,29,2,17.72
3224,1316,36,1,10.96
3225,1316,40,2,58.6
3226,1316,33,3,35.23
3227,1317,31,3,34.1
3228,1317,14,1,39.32
3229,1317,54,2,5.86
3230,1317,29,1,17.72
3231,1318,30,2,28.98
3232,1319,56,3,15.32
3233,1319,47,2,130.34
3234,1320,30,3,30.51
3235,1320,42,3,76.5
3236,1321,31,3,34.1
3237,1321,14,1,39.32
3238,1321,28,2,9.66
3239,1322,19,3,116.13
3240,1323,55,1,25.2
3241,1323,50,3,53.01
3242,1323,10,2,236.19
3243,1323,45,1,174.61
3244,1324,60,2,13.97
3245,1324,43,3,37.07
3246,1324,34,1,33.4
3247,1325,49,1,88.65
3248,1325,19,1,116.13
3249,1326,25,1,41.66
3250,1326,22,2,41.98
3251,1326,20,1,102.52
3252,1327,41,3,116.68
3253,1327,21,1,69.32
3254,1327,57,3,22.42
3255,1328,18,3,124.11
3256,1328,35,2,6.33
3257,1328,57,1,22.42
3258,1328,30,2,30.51
3259,1329,9,2,247.25
3260,1330,51,2,5.07
3261,1330,12,1,120.17
3262,1330,53,2,8.99
3263,1330,10,2,236.19
3264,1331,8,2,175.41
3265,1331,6,3,289.07
3266,1331,26,1,84.32
3267,1331,31,2,32.4
3268,1332,5,3,176.19
3269,1333,34,3,33.4
3270,1333,35,3,6.01
3271,1334,7,1,97.14
3272,1335,20,2,102.52
3273,1335,25,3,41.66
3274,1335,6,1,289.07
3275,1336,50,3,53.01
3276,1336,2,1,118.54
3277,1336,15,2,42.56
3278,1337,7,2,92.28
3279,1338,41,2,116.68
3280,1338,29,1,16.83
3281,1339,10,1,236.19
3282,1339,31,1,32.4
3283,1339,29,2,16.83
3284,1340,21,1,69.32
3285,1340,9,2,247.25
3286,1340,33,1,35.23
3287,1341,34,3,33.4
3288,1341,32,3,13.9
3289,1341,24,3,39.92
3290,1342,54,3,5.86
3291,1342,18,2,124.11
3292,1343,51,1,5.07
3293,1344,48,3,101.61
3294,1344,58,3,20.39
3295,1344,49,2,88.65
3296,1345,29,3,17.72
3297,1345,7,3,97.14
3298,1346,19,3,116.13
3299,1346,37,3,13.06
3300,1347,5,3,176.19
3301,1347,49,2,88.65
3302,1347,52,3,34.98
3303,1348,60,2,13.97
3304,1348,38,2,38.97
3305,1349,39,3,56.31
3306,1349,56,2,15.32
3307,1350,30,3,30.51
3308,1351,49,3,88.65
3309,1352,50,1,53.01
3310,1352,30,1,30.51
3311,1352,1,1,166.25
3312,1353,8,3,166.64
3313,1353,43,1,37.07
3314,1354,15,3,42.56
3315,1354,22,3,41.98
3316,1354,19,1,116.13
3317,1354,41,2,116.68
3318,1355,27,3,58.96
3319,1356,24,2,42.02
3320,1356,43,3,37.07
3321,1356,50,3,50.36
3322,1356,53,1,8.99
3323,1357,2,1,118.54
3324,1358,17,3,63.23
3325,1358,18,1,124.11
3326,1358,5,1,176.19
3327,1359,17,1,60.07
3328,1359,58,3,21.46
3329,1359,57,3,22.42
3330,1360,59,1,24.67
3331,1361,9,1,247.25
3332,1362,43,3,37.07
3333,1362,25,3,41.66
3334,1362,50,1,53.01
3335,1363,57,1,22.42
3336,1363,29,3,17.72
3337,1364,26,1,84.32
3338,1365,31,3,32.4
3339,1365,11,3,62.04
3340,1366,55,1,25.2
3341,1366,23,1,32.35
3342,1366,32,3,13.9
3343,1366,8,1,175.41
3344,1367,56,3,15.32
3345,1367,57,3,21.3
3346,1367,22,3,41.98
3347,1367,53,2,8.99
3348,1368,60,2,13.97
3349,1369,30,3,30.51
3350,1369,3,3,42.57
3351,1369,42,2,76.5
3352,1370,26,2,84.32
3353,1371,48,1,101.61
3354,1371,2,1,118.54
3355,1371,41,3,116.68
3356,1371,9,3,247.25
3357,1372,2,3,118.54
3358,1372,58,1,21.46
3359,1373,55,2,25.2
3360,1373,51,1,5.07
3361,1374,6,1,289.07
3362,1375,23,2,34.05
3363,1375,31,2,34.1
3364,1375,57,2,22.42
3365,1376,53,1,8.54
3366,1376,15,2,40.43
3367,1377,16,1,117.45
3368,1377,19,3,116.13
3369,1377,2,2,118.54
3370,1377,45,1,174.61
3371,1378,4,3,343.75
3372,1378,17,2,63.23
3373,1378,31,1,34.1
3374,1379,28,3,9.66
3375,1379,38,3,38.97
3376,1379,4,2,343.75
3377,1379,36,1,10.96
3378,1380,44,3,75.69
3379,1381,6,1,289.07
3380,1381,8,1,166.64
3381,1381,49,3,88.65
3382,1381,36,3,10.41
3383,1382,18,2,124.11
3384,1382,48,2,101.61
3385,1382,19,2,116.13
3386,1383,41,3,116.68
3387,1383,39,3,59.27
3388,1383,59,3,24.67
3389,1384,22,1,39.88
3390,1384,13,1,71.35
3391,1384,9,2,247.25
3392,1385,36,2,10.96
3393,1385,26,3,84.32
3394,1385,49,2,84.22
3395,1385,48,3,101.61
3396,1386,44,3,75.69
3397,1386,42,2,76.5
3398,1386,56,1,14.55
3399,1387,4,1,343.75
3400,1387,16,1,117.45
3401,1387,17,3,63.23
3402,1388,38,1,38.97
3403,1389,30,2,30.51
3404,1389,25,3,41.66
3405,1389,56,1,15.32
3406,1390,51,1,5.07
3407,1390,26,1,84.32
3408,1390,34,3,35.16
3409,1390,8,2,166.64
3410,1391,2,1,118.54
3411,1392,32,2,13.21
3412,1392,40,3,58.6
3413,1393,55,1,25.2
3414,1393,20,1,102.52
3415,1393,13,3,71.35
3416,1393,17,3,63.23
3417,1394,15,3,42.56
3418,1395,19,2,116.13
3419,1396,56,3,15.32
3420,1397,1,1,166.25
3421,1398,14,3,39.32
3422,1398,34,3,35.16
3423,1399,7,1,97.14
3424,1400,14,3,39.32
3425,1401,21,1,69.32
3426,1401,32,1,13.9
3427,1401,46,1,167.04
3428,1401,31,3,34.1
3429,1402,41,1,116.68
3430,1402,26,2,84.32
3431,1402,5,3,176.19
3432,1403,10,1,236.19
3433,1404,56,1,15.32
3434,1404,58,3,21.46
3435,1405,40,2,58.6
3436,1405,59,3,24.67
3437,1405,57,2,22.42
3438,1405,47,2,130.34
3439,1406,45,1,174.61
3440,1407,45,1,174.61
3441,1408,47,2,123.82
3442,1408,12,1,120.17
3443,1408,8,3,175.41
3444,1408,37,1,13.06
3445,1409,52,3,34.98
3446,1409,58,1,21.46
3447,1410,7,3,97.14
3448,1410,55,1,25.2
3449,1410,35,1,6.33
3450,1410,33,1,35.23
3451,1411,27,1,58.96
3452,1412,14,3,39.32
3453,1412,22,2,41.98
3454,1413,16,1,117.45
3455,1414,20,1,102.52
3456,1414,15,2,42.56
3457,1414,41,3,116.68
3458,1415,52,1,34.98
3459,1415,5,2,176.19
3460,1415,2,3,118.54
3461,1415,6,1,289.07
3462,1416,60,2,13.97
3463,1416,49,2,88.65
3464,1416,57,2,22.42
3465,1417,51,2,5.07
3466,1418,41,3,110.85
3467,1418,8,1,175.41
3468,1418,11,3,62.04
3469,1419,43,3,37.07
3470,1419,29,3,17.72
3471,1420,59,2,24.67
3472,1420,22,3,41.98
3473,1420,56,1,15.32
3474,1421,18,2,124.11
3475,1421,15,1,42.56
3476,1422,47,1,130.34
3477,1423,18,3,124.11
3478,1423,47,3,130.34
3479,1423,38,2,37.02
3480,1423,3,3,42.57
3481,1424,17,1,63.23
3482,1424,36,2,10.41
3483,1424,14,3,37.35
3484,1425,3,1,42.57
3485,1425,58,3,20.39
3486,1425,22,3,41.98
3487,1425,40,2,58.6
3488,1426,38,2,38.97
3489,1426,11,2,62.04
3490,1427,16,1,117.45
3491,1428,46,2,167.04
3492,1428,56,2,15.32
3493,1429,32,2,13.9
3494,1430,15,2,42.56
3495,1431,18,2,124.11
3496,1432,60,3,13.97
3497,1432,10,3,236.19
3498,1432,1,2,166.25
3499,1433,2,1,118.54
3500,1434,52,2,33.23
3501,1435,60,2,13.97
3502,1435,50,3,53.01
3503,1435,10,2,236.19
3504,1436,43,1,35.22
3505,1436,23,3,34.05
3506,1436,55,1,25.2
3507,1437,21,1,69.32
3508,1437,10,3,224.38
3509,1438,2,2,118.54
3510,1438,17,3,63.23
3511,1438,7,1,97.14
3512,1439,30,1,30.51
3513,1439,31,3,34.1
3514,1439,8,1,175.41
3515,1440,31,3,34.1
3516,1440,16,1,117.45
3517,1440,41,1,116.68
3518,1441,60,3,13.97
3519,1441,57,2,22.42
3520,1441,9,2,247.25
3521,1441,39,3,59.27
3522,1442,48,1,101.61
3523,1442,37,3,12.41
3524,1443,47,1,130.34
3525,1443,3,3,42.57
3526,1444,32,1,13.21
3527,1444,57,2,22.42
3528,1445,47,2,130.34
3529,1445,41,2,116.68
3530,1445,43,2,37.07
3531,1446,60,3,13.97
3532,1446,24,3,42.02
3533,1446,3,3,42.57
